0.543,1.1015
0.54,1.1126
0.821,3.0607
0.087,3.798
0.217,2.8031
0.276,2.1523
0.091,3.713
0.551,1.0756
0.586,1.3551
0.337,1.7153
0.472,1.0727
0.802,2.9188
0.445,0.99095
0.722,2.2083
0.776,2.81
0.095,3.6943
0.064,3.9068
0.766,2.6092
0.042,4.0127
0.151,3.3745
0.368,1.4826
0.536,0.98488
0.717,2.1431
0.858,3.3867
0.313,1.9233
0.687,2.0862
0.507,1.1098
0.744,2.41
0.391,1.3453
0.141,3.3242
0.497,1.0616
0.261,2.4275
0.713,2.105
0.044,4.0134
0.353,1.6245
0.875,3.5937
0.645,1.5645
0.194,3.0257
0.867,3.559
0.122,3.6512
0.862,3.4346
0.344,1.662
0.294,2.1073
0.213,2.9428
0.101,3.728
0.283,2.1652
0.964,3.8747
0.566,1.12
0.957,4.0006
0.782,2.8733
0.792,2.9533
0.81,3.0156
0.318,1.9522
0.154,3.3704
0.253,2.5185
0.277,2.2095
0.324,1.8385
0.605,1.3412
0.198,3.0764
0.374,1.3784
0.577,1.2484
0.705,2.0584
0.803,2.9904
0.533,1.1296
0.92,3.8697
0.852,3.388
0.287,2.1185
0.043,3.8198
0.267,2.3968
0.308,1.9918
0.124,3.4807
0.901,3.658
0.314,1.8653
0.935,3.8105
0.9,3.6728
0.232,2.7216
0.697,1.9846
0.619,1.4258
0.659,1.6169
0.578,1.1421
0.591,1.2719
0.11,3.6832
0.839,3.2646
0.93,3.955
0.74,2.3511
0.761,2.6483
0.382,1.3679
0.098,3.6992
0.25,2.6077
0.035,3.9007
0.618,1.4238
0.859,3.4269
0.119,3.6421
0.205,2.9206
0.637,1.4971
0.833,3.2035
0.932,3.7873
0.731,2.3894
0.938,3.9254
0.176,3.1056
0.036,3.9822
0.571,1.1659
0.634,1.4106
0.709,2.0303
0.038,3.9584
0.845,3.3668
0.791,2.8536
0.724,2.1514
0.8,2.9787
0.646,1.6364
0.589,1.1015
0.259,2.3944
0.807,3.0476
0.211,2.9363
0.074,3.8375
0.881,3.6019
0.642,1.5803
0.583,1.1332
0.487,0.98159
0.907,3.7027
0.018,3.8978
0.307,1.9119
0.607,1.3062
0.467,1.0825
0.866,3.4891
0.68,1.9275
0.975,3.9471
0.965,4.0108
0.2,2.9705
0.913,3.7862
0.7,1.9983
0.869,3.4893
0.906,3.7
0.924,3.8946
0.539,1.0468
0.216,2.8566
0.98,3.9935
0.832,3.2874
0.173,3.1316
0.225,2.8165
0.752,2.5549
0.295,2.0099
0.177,3.1124
0.746,2.4864
0.82,3.1775
0.338,1.7286
0.594,1.272
0.193,2.9737
0.988,4.0319
0.032,3.9771
0.714,2.2236
0.127,3.5438
0.851,3.4016
0.843,3.3142
0.31,2.0387
0.281,2.112
0.893,3.6634
0.436,1.1229
0.796,2.9367
0.071,3.8518
0.345,1.7999
0.711,2.0998
0.671,1.8154
0.172,3.1293
0.053,3.9065
0.811,3.0355
0.668,1.7495
0.936,3.7983
0.381,1.3878
0.871,3.5428
0.911,3.7293
0.116,3.7134
0.289,2.1035
0.206,2.9362
0.415,1.1269
0.034,3.9934
0.471,1.0645
0.485,1.0173
0.511,0.99637
0.977,3.9833
0.993,4.057
0.235,2.6086
0.841,3.2138
0.001,3.965
0.899,3.6967
0.219,2.7598
0.438,1.0735
0.411,1.2493
0.649,1.5335
0.515,1.0146
0.805,3.0738
0.509,0.97949
0.872,3.5848
0.039,3.9029
0.641,1.5806
1,4.0007
0.753,2.6172
0.706,2.0489
0.701,2.1316
0.329,1.8003
0.227,2.6894
0.317,1.8466
0.989,4.024
0.111,3.6498
0.081,3.6687
0.142,3.5594
0.005,4.0813
0.475,0.98982
0.022,3.9543
0.031,3.9636
0.076,3.8288
0.59,1.1987
0.997,3.9987
0.061,3.9101
0.215,2.7629
0.433,1.1092
0.002,3.9665
0.406,1.2738
0.153,3.3813
0.165,3.2537
0.379,1.4441
0.602,1.3762
0.258,2.3985
0.342,1.6787
0.244,2.5458
0.71,2.2004
0.518,1.0197
0.118,3.6036
0.377,1.4765
0.921,3.7524
0.632,1.4387
0.609,1.2604
0.914,3.7796
0.248,2.543
0.444,1.1365
0.575,1.1534
0.733,2.3082
0.946,3.901
0.512,1.0384
0.908,3.795
0.228,2.7309
0.928,4.0074
0.861,3.5185
0.806,3.039
0.366,1.5467
0.466,1.0462
0.104,3.7544
0.264,2.3846
0.838,3.3757
0.663,1.748
0.196,2.9374
0.159,3.2728
0.474,1.1095
0.328,1.7624
0.188,3.0836
0.809,2.9637
0.918,3.7578
0.887,3.5449
0.982,3.9694
0.106,3.6861
0.604,1.2875
0.202,2.939
0.299,1.9683
0.482,1.0258
0.737,2.3151
0.105,3.697
0.884,3.6718
0.784,2.8209
0.311,1.9913
0.123,3.6052
0.478,1.0313
0.87,3.5833
0.555,1.1916
0.26,2.4087
0.804,3.0741
0.777,2.8646
0.135,3.4791
0.197,2.9451
0.688,1.9023
0.739,2.3083
0.42,1.1692
0.769,2.7725
0.951,3.9811
0.285,2.3008
0.85,3.4242
0.011,3.9539
0.195,3.0627
0.963,3.9555
0.778,2.7581
0.049,3.8914
0.863,3.5091
0.734,2.3817
0.08,3.8823
0.349,1.6016
0.488,0.91986
0.581,1.0874
0.797,2.9179
0.132,3.5046
0.635,1.5227
0.403,1.2871
0.567,1.1379
0.355,1.657
0.61,1.2572
0.623,1.5368
0.416,1.2727
0.718,2.2692
0.878,3.5795
0.29,2.179
0.685,1.7326
0.241,2.5944
0.549,1.0773
0.915,3.8102
0.02,3.9522
0.771,2.599
0.093,3.8079
0.405,1.2506
0.46,0.96197
0.459,0.96958
0.491,1.0406
0.15,3.4422
0.322,1.8424
0.05,3.9185
0.991,4.0458
0.967,3.8847
0.395,1.3168
0.6,1.3062
0.009,3.9363
0.77,2.7148
0.574,1.1268
0.39,1.3047
0.525,1.1206
0.743,2.3542
0.167,3.275
0.372,1.4881
0.446,1.0327
0.404,1.3793
0.794,2.8702
0.164,3.2348
0.603,1.3928
0.109,3.6397
0.078,3.9317
0.113,3.5918
0.628,1.5493
0.077,3.8166
0.483,0.88139
0.075,3.9078
0.008,3.9336
0.481,1.0712
0.004,3.9212
0.51,0.9645
0.204,2.8856
0.691,1.9565
0.719,2.3897
0.912,3.8069
0.441,1.1364
0.146,3.4282
0.819,3.0832
0.158,3.3299
0.633,1.59
0.689,1.9544
0.626,1.422
0.454,1.0702
0.128,3.6028
0.335,1.7235
0.352,1.5507
0.274,2.2763
0.464,1.0682
0.774,2.6643
0.629,1.4973
0.613,1.4105
0.658,1.74
0.889,3.7206
0.48,1.0827
0.157,3.2427
0.421,1.115
0.943,3.9098
0.775,2.7594
0.346,1.6418
0.312,1.906
0.827,3.1896
0.448,1.1377
0.903,3.735
0.953,3.9656
0.825,3.2412
0.514,0.99704
0.107,3.6993
0.96,3.9971
0.051,3.8807
0.505,0.97097
0.614,1.2834
0.812,3.0279
0.927,3.7768
0.36,1.5271
0.479,0.9536
0.552,1.0812
0.417,1.124
0.89,3.6527
0.247,2.5045
0.192,3.0157
0.783,2.8479
0.985,3.8586
0.755,2.4994
0.435,1.1197
0.745,2.4768
0.12,3.5306
0.384,1.4036
0.302,2.0618
0.799,2.8828
0.876,3.5457
0.358,1.5886
0.787,2.8593
0.439,1.0968
0.63,1.4534
0.834,3.3839
0.725,2.2834
0.212,2.7748
0.676,1.7927
0.414,1.2419
0.545,1.0707
0.144,3.3679
0.647,1.5555
0.831,3.1826
0.606,1.214
0.434,1.2163
0.201,3.0313
0.386,1.3515
0.327,1.7342
0.879,3.4453
0.712,2.2096
0.451,1.0288
0.499,0.95688
0.595,1.2432
0.163,3.2558
0.413,1.2392
0.385,1.3927
0.894,3.6335
0.396,1.3214
0.79,2.7852
0.65,1.5719
0.47,1.0345
0.138,3.5348
0.929,3.9154
0.573,1.1116
0.654,1.5988
0.316,1.7993
0.636,1.5402
0.183,3.0843
0.185,3.1122
0.981,4.0473
0.418,1.131
0.568,1.1768
0.773,2.7479
0.069,3.8472
0.494,1.0504
0.823,3.0737
0.452,1.0295
0.262,2.3099
0.252,2.4814
0.341,1.7376
0.837,3.2797
0.364,1.5128
0.885,3.6667
0.048,3.9631
0.702,2.0324
0.83,3.2403
0.772,2.6381
0.768,2.5788
0.726,2.3302
0.969,3.946
0.266,2.2906
0.674,1.8549
0.397,1.2508
0.667,1.7648
0.168,3.2829
0.427,1.1833
0.826,3.2342
0.094,3.72
0.361,1.5648
0.5,0.91123
0.378,1.4334
0.489,1.0376
0.639,1.5277
0.853,3.5343
0.41,1.174
0.015,3.9521
0.369,1.58
0.096,3.7455
0.86,3.3989
0.354,1.5837
0.898,3.6469
0.759,2.6528
0.572,1.1412
0.865,3.3533
0.203,2.8688
0.288,2.2247
0.375,1.4404
0.13,3.5742
0.254,2.4204
0.877,3.5861
0.047,3.9675
0.644,1.5356
0.019,3.9657
0.939,3.8808
0.003,3.9324
0.115,3.6889
0.579,1.197
0.484,0.99663
0.166,3.1889
0.933,3.8651
0.184,3.078
0.348,1.5662
0.585,1.1996
0.97,3.9005
0.028,3.9615
0.816,3.2333
0.883,3.6389
0.855,3.3978
0.588,1.2088
0.52,1.0565
0.542,1.0212
0.76,2.647
0.456,1.0128
0.715,2.2007
0.665,1.7535
0.547,1.0343
0.297,2.0599
0.973,4.0661
0.684,1.7991
0.007,3.9843
0.556,1.0563
0.238,2.6343
0.78,2.8032
0.905,3.8008
0.535,1.0236
0.735,2.3318
0.655,1.648
0.102,3.6711
0.447,1.0909
0.73,2.3112
0.895,3.6786
0.779,2.7459
0.558,1.1776
0.916,3.8135
0.557,1.1807
0.793,2.8492
0.174,3.2071
0.565,1.0877
0.332,1.6815
0.88,3.5994
0.506,0.9723
0.503,0.90791
0.155,3.3618
0.828,3.2257
0.182,3.0418
0.305,1.8782
0.455,1.0097
0.836,3.1622
0.919,3.8429
0.331,1.7284
0.326,1.7064
0.703,2.0716
0.976,3.9548
0.587,1.192
0.91,3.8018
0.747,2.572
0.917,3.939
0.045,4.0047
0.18,3.1999
0.926,3.7927
0.063,3.9304
0.37,1.5635
0.169,3.2784
0.909,3.7328
0.972,4.0051
0.808,2.9883
0.592,1.146
0.28,2.1469
0.209,2.8362
0.284,2.2607
0.664,1.6973
0.923,3.8407
0.94,3.8248
0.721,2.2143
0.738,2.317
0.524,0.91442
0.017,4.0002
0.462,1.0993
0.223,2.7789
0.612,1.2411
0.22,2.7752
0.534,1.0411
0.431,1.0379
0.112,3.6548
0.226,2.6489
0.419,1.0912
0.66,1.7577
0.966,3.8744
0.627,1.4812
0.365,1.6353
0.453,1.1349
0.231,2.6826
0.233,2.7663
0.145,3.4142
0.234,2.7015
0.136,3.4924
0.07,3.8472
0.704,2.1147
0.498,1.097
0.321,1.8442
0.3,2
0.476,0.94399
0.09,3.8685
0.027,3.9363
0.559,0.95452
0.986,3.9296
0.694,2.0201
0.925,3.8334
0.616,1.4525
0.504,0.98311
0.546,1.001
0.062,3.9126
0.156,3.3003
0.651,1.7115
0.339,1.7557
0.751,2.5455
0.521,1.0659
0.653,1.583
0.086,3.8723
0.33,1.8029
0.729,2.4114
0.073,3.8623
0.814,3.0964
0.083,3.8215
0.279,2.232
0.818,3.0747
0.025,3.85
0.847,3.3821
0.931,3.8081
0.681,1.9843
0.442,1.158
0.849,3.4285
0.38,1.343
0.788,2.9175
0.764,2.5693
0.962,3.8981
0.656,1.6244
0.129,3.5679
0.463,1.1527
0.56,1.0823
0.829,3.2462
0.987,3.9376
0.742,2.4386
0.657,1.5989
0.496,1.0295
0.046,3.9707
0.696,1.9181
0.528,0.89748
0.798,2.9568
0.181,3.1277
0.693,1.871
0.013,4.0315
0.662,1.67
0.143,3.44
0.672,1.7748
0.058,3.9323
0.251,2.4836
0.815,3.1081
0.269,2.2634
0.376,1.4491
0.736,2.3662
0.995,3.9901
0.58,1.2681
0.152,3.3201
0.922,3.8229
0.45,1.0841
0,3.9529
0.631,1.4662
0.757,2.5153
0.896,3.711
0.767,2.6465
0.708,2.1222
0.677,1.8695
0.461,1.0984
0.624,1.4105
0.333,1.731
0.054,3.8393
0.886,3.6526
0.057,3.8408
0.765,2.6622
0.961,3.9612
0.732,2.3727
0.356,1.6344
0.394,1.2706
0.795,2.9082
0.303,2.112
0.108,3.6451
0.293,2.0871
0.255,2.4701
0.625,1.4658
0.148,3.4724
0.959,3.9523
0.1,3.8034
0.789,2.8829
0.968,3.9269
0.149,3.3931
0.357,1.5486
0.291,2.1694
0.19,3.0934
0.34,1.6657
0.978,4.084
0.469,1.068
0.952,3.8613
0.242,2.5206
0.67,1.8642
0.824,3.2301
0.661,1.7653
0.082,3.7772
0.465,1.0746
0.892,3.7032
0.161,3.3926
0.532,1.0698
0.32,1.8193
0.409,1.3148
0.097,3.7414
0.984,3.918
0.948,3.9643
0.065,3.8735
0.72,2.1145
0.99,4.0174
0.947,3.8941
0.271,2.3561
0.617,1.3993
0.178,3.1106
0.749,2.4521
0.666,1.7687
0.526,1.0253
0.541,1.1098
0.999,4.0768
0.389,1.3346
0.01,3.9439
0.214,2.8222
0.457,1.1294
0.992,4.0635
0.23,2.6729
0.888,3.5646
0.763,2.6488
0.35,1.5809
0.275,2.3275
0.256,2.523
0.301,2.0639
0.04,3.9586
0.813,3.0523
0.576,1.2108
0.553,1.084
0.399,1.3105
0.351,1.5833
0.278,2.2955
0.501,0.8859
0.516,1.0214
0.638,1.4748
0.24,2.5475
0.246,2.3976
0.622,1.402
0.43,1.0958
0.652,1.5792
0.243,2.5676
0.897,3.6409
0.437,1.1607
0.298,2.0473
0.817,3.0302
0.686,1.8937
0.62,1.4794
0.615,1.4425
0.282,2.1815
0.189,3.0318
0.006,3.9286
0.868,3.4715
0.041,3.9538
0.844,3.356
0.584,1.1837
0.363,1.5975
0.408,1.2921
0.699,1.9427
0.741,2.4727
0.425,1.0914
0.016,3.8879
0.561,0.9892
0.27,2.1866
0.292,2.0322
0.4,1.3514
0.891,3.5929
0.854,3.3463
0.527,1.0193
