0.69,0.03,8.3919
0.39,0.8,15.937
0.51,0.9,27.935
0.65,0.09,8.4221
0.29,0.37,5.0332
0.93,0.25,26.802
0.58,0.8,28.201
0.39,0.56,9.8779
0.01,0.12,1.2966
0.41,0.91,21.082
0.98,0.75,84.855
0.4,0.37,6.9756
0.26,0.73,9.4231
0.41,0.39,7.4915
0.96,0.42,41.295
0.17,0.09,2.044
0.5,0.24,7.3137
0.52,0.22,7.3408
0.47,0.27,7.0613
0.23,0.22,3.118
0.3,0.51,6.7746
0.55,0.34,10.239
0.68,0.01,7.8926
0.66,0.42,16.698
0.81,0.16,15.627
0.58,0,5.7549
0.89,0.15,19.589
0.12,0.14,1.8683
0.05,0.31,2.0969
0.15,0.74,6.9567
0.01,0.77,4.7997
0.16,0.41,3.5899
0.83,0.79,58.596
0.05,0.53,3.4165
0.38,0.47,7.9813
0.41,0.6,11.317
0.11,0.58,4.3986
0.93,0.02,17.011
0.05,0.68,4.563
0.8,0.88,63.975
0.1,0.56,4.161
0.17,0.39,3.6582
0.73,0.29,15.971
0.43,0.45,8.9476
0.19,0.66,6.6213
0.22,0.15,2.6492
0.06,0.7,4.8637
0.95,0.1,21.212
0.72,0.75,38.84
0.95,0.18,24.799
0.76,0.06,10.973
0.11,0.08,1.6205
0.91,0.13,19.834
0.81,0.46,28.563
0.46,0.5,10.871
0.74,0.53,26.504
0.62,0.87,36.639
0.6,0.77,28.208
0.67,0.88,43.392
0.65,0.07,8.1004
0.88,0.33,27.075
0.23,0.18,2.8014
0.22,0.13,2.571
0.28,0.46,5.8822
0.06,0.46,3.1468
0.17,0,1.6221
0.29,0.15,3.2504
0.37,0.83,15.956
0.35,0.86,16.074
0.14,0.81,7.7221
0.51,0.45,11.38
0.58,0.41,12.953
0.43,0.27,6.1932
0.21,0.02,2.0344
0.03,0.03,1.017
0.61,0.7,25.35
0.75,0.94,62.163
0.92,0.02,16.462
0.55,0.9,31.522
0.78,0.99,75.172
0.73,0.55,26.878
0.56,0.12,6.7571
0.13,0.29,2.6196
0.03,0.43,2.6581
0.04,0.24,1.7463
0.96,0.37,37.28
0.11,0.94,9.2042
0.48,0.9,25.494
0.05,0.93,7.4838
0.85,0.02,13.355
0.97,0.9,111
0.08,0.62,4.3358
0.96,0.53,51.419
0.27,0.67,8.6012
0.87,0.09,16.291
0.94,0.88,97.474
0.84,0.31,23.033
0.8,0.23,17.439
0.76,0.23,15.467
0.76,0.33,18.933
0.22,0.17,2.7726
0.27,0.42,5.1195
0.87,0.02,14.256
0.82,0.93,75.179
0.26,0.01,2.1405
0.03,0.92,6.873
0.87,0.89,80.593
0.71,0.69,33.385
0.04,0.26,1.9382
0.33,0.39,5.8272
0.56,0.81,27.179
0.62,0.44,15.397
0.62,0.52,18.248
0.2,0.24,2.9614
0.09,1,9.6068
0.45,0.78,18.305
0.36,0.76,13.471
0.7,0.41,18.627
0.64,0.12,8.6251
0.33,0.34,5.2925
0.04,0.56,3.6078
0.65,0.5,19.099
0.42,0.26,5.9814
0.66,0.24,11.713
0.88,0.83,73.726
0.66,0.1,8.852
0.05,0.06,1.2702
0.46,0.71,16.419
0.99,0.86,108.9
0.83,0.39,26.324
0.26,0.7,8.8959
0.16,0.91,9.908
0.86,0.8,65.307
0.68,0.51,21.267
0.66,0.21,11.025
0.44,0.47,9.6128
0.05,0.25,1.9158
0.79,0.94,70.098
0.35,0.61,9.704
0.92,0.56,48.399
0.06,0.29,2.2578
0.51,0.59,15.1
0.12,0.66,5.4904
0.99,0.79,94.647
0.28,0.95,15.466
0.73,0.9,53.944
0.69,0.24,12.855
0.53,0.31,9.0215
0.34,0.84,14.794
0.77,0.44,24.11
0.56,0.31,9.9378
0.89,0.41,32.725
0.06,0.23,1.9054
0.8,0.42,25.477
0.56,0.21,8.1552
0.27,0.95,14.927
0.67,0.34,14.675
0.84,0.01,12.606
0.13,0.23,2.4106
0.97,0.39,40.037
0.27,0.13,2.9657
0.6,0.82,31.1
0.36,0.66,11.068
0.9,0.58,47.482
0.96,0.3,32.423
0.71,0.77,39.197
0.51,0.03,4.8817
0.54,0.19,7.4017
0.84,0.65,45.613
0.07,0.88,7.2556
0.93,0.96,111
0.61,0.45,15.27
0.16,0.23,2.429
0.34,0.5,7.4728
0.02,0.89,6.2199
0.63,0.56,20.308
0.38,0.74,13.716
0.02,0.72,4.4025
0.55,0.08,6.0546
0.19,0.75,7.9203
0.77,0.19,14.716
0.71,0.19,12.339
0.41,0.03,3.5808
0.12,0.47,3.6368
0.36,0.16,4.0525
0.2,0.9,11.06
0.7,0.92,51.466
0.57,0.03,5.946
0.02,0.9,6.4414
0.18,0.02,1.6895
0.56,0.54,15.79
0.37,0.4,6.8341
0.08,0.14,1.8048
0.44,0.21,5.7509
0.42,0.76,16.122
0.93,0.49,43.376
0.34,0.67,10.588
0.56,0.65,19.719
0.33,0.61,9.1721
0.13,0.71,6.1789
0.51,0.38,9.9219
0.67,0.05,8.2886
0.24,0.86,11.39
0.97,0.5,49.866
0.9,0.74,65.392
0.1,0.04,1.4654
0.45,0,3.8974
0.68,0.58,24.533
0.74,0,9.0983
0.88,0.24,22.555
0.45,0.97,26.814
0.1,0.37,2.8179
0.81,0.83,59.753
0.63,0.61,22.431
0.38,0.54,9.1489
0.92,1,116.7
0.75,0.53,27.435
0.82,0.19,17.129
0.65,0.83,37.047
0.28,0.82,11.978
0.01,0.73,4.4547
1,0.79,97.37
0.09,0.15,1.7253
0.52,0.69,18.993
0.96,0.55,53.513
0.4,0.66,12.444
0.23,0.34,3.8317
0.15,0.01,1.5412
0.86,0.38,28.252
0.49,0.01,4.3485
0.46,0.21,6.0148
0.63,0.59,21.558
0.23,0.33,3.8517
0.36,0.91,18.14
0.36,0.63,10.316
0.48,0.12,5.3618
0.73,0.89,53.026
0.26,0.57,6.7715
0.13,0.3,2.7407
0.9,0.8,73.65
0.48,0.45,10.382
0.38,0.41,7.1221
0.91,0.46,38.534
0.78,0.24,16.645
0.95,0.63,60.901
0.64,0.34,13.486
0.61,0.97,43.433
0.79,0.67,40.742
0.54,0.29,9.0286
0.36,0.37,6.1985
0.66,0.83,38.074
0.06,0.66,4.3653
0.21,0.56,5.75
0.65,0.61,23.856
0.34,0.61,9.3652
0.31,0.1,3.1661
0.37,0.86,16.955
0.84,0.51,34.564
0.85,0.37,26.876
0.83,0.61,40.913
0.72,0.69,34.381
0.16,0.38,3.4215
0.14,0.12,1.9958
0.26,0.99,15.9
0.81,0.76,52.023
0.83,0.64,43.336
0.89,0.61,48.906
0.9,0.69,59.114
0.39,0.73,13.877
1,0.82,103.61
0.35,0.99,20.762
0.67,0.22,11.595
0.42,0.95,23.562
0.95,0.04,18.661
0.99,0.29,34.736
0.85,0.95,85.626
0.71,0.33,16.302
0.39,0.39,7.0827
0.55,0.74,22.773
0.14,0.38,3.2515
0.61,0.43,14.733
0.8,0.66,41.295
0.49,0.5,11.878
0.28,0.34,4.6542
0.97,0.73,78.995
0.56,0.06,6.0598
0.26,0.91,13.421
0.66,0.81,36.658
0.13,0.37,3.1992
0.79,0.24,17.355
0.78,0.59,33.764
0.63,0.32,12.553
0.55,0.92,32.767
0.43,0.88,21.096
0.09,0.19,1.8798
0.52,0.76,21.761
0.92,0.6,52.352
0.86,0.89,78.207
0.01,0.14,1.4684
0.86,0.78,62.835
0.5,0.71,18.457
0.56,0.66,20.082
0.31,0.6,8.4321
0.28,0.98,16.554
0.49,0.64,15.642
0.85,0.18,18.348
0.03,0.4,2.4552
0.58,0.55,17.152
0.2,0.05,2.0516
0.23,0.49,5.3788
0.44,0.8,18.564
0.04,0.85,6.1435
0.32,0.11,3.2653
0.4,0.78,15.862
0.26,0.64,7.8174
0.11,0.98,9.9213
0.38,0.71,13.085
0.92,0.94,103.59
0.07,0.16,1.6773
0.94,0.69,66.669
0.17,0.79,7.9787
0.92,0.16,21.716
0.67,0.87,42.536
0.62,0.05,7.1655
0.15,0.18,2.238
0.68,0.95,51.312
0.11,0.06,1.5858
0.88,0.38,29.962
0.34,0.4,6.2099
0.59,0.42,13.689
0.25,0.3,3.9489
0.28,0.33,4.5349
0.8,0.78,52.51
0.7,0.75,36.678
0.49,0.07,5.0811
0.71,0.57,26.303
0.27,0.4,4.8723
0.12,0.35,2.8895
0.05,0.75,5.2701
0.55,0.3,9.4407
0.61,0.84,33.323
0.04,0.96,7.6281
0.73,0.53,25.765
0.08,0.16,1.7735
0.34,0.71,11.476
0.13,0.41,3.3739
0.63,0.39,14.5
0.57,0.38,11.729
0.52,0.48,12.412
0.22,0.48,5.0622
0.03,0.78,5.2479
0.92,0.75,70.736
0.05,0,1.1471
0.41,0.77,15.964
0.38,0.4,7.0806
0.64,0.44,16.36
0.75,0.46,23.785
0.49,0.54,12.697
0.8,0.59,35.966
0.81,0.36,23.279
0.93,0.5,44.312
0.4,0.38,7.0613
0.61,0.39,13.565
0.6,0.74,26.623
0.78,0.83,54.605
0.85,0.03,13.72
0.41,0.76,15.746
0.45,0.45,9.5033
0.89,0.67,55.1
0.62,0.93,41.279
0.17,0.32,3.1942
0.22,0.39,4.2127
0.96,0.75,79.826
0.31,0.14,3.3598
0.82,0.41,26.624
0.19,0.16,2.4313
0.57,0.13,7.1474
0.02,0.34,2.1862
0.57,0.85,30.2
0.93,0,16.298
0.58,0.09,6.7712
0.74,0.62,31.879
0.83,0.04,13.201
0.38,0.73,13.389
0.62,0.54,18.9
0.94,0.6,55.682
0.11,0.05,1.474
0.42,0.87,20.09
0.64,0.37,14.301
0.05,0.64,4.2007
0,0.38,2.0717
0.71,1,62.172
0,0.18,1.4252
0.83,0.28,20.994
0.12,0.27,2.406
0.33,0.27,4.5869
0.47,0.39,8.906
0.4,0.02,3.5054
0.35,0.48,7.352
0.29,0.8,11.825
0.15,0.35,3.1694
0.48,0.52,11.904
0.94,0.2,25.079
0.69,0.07,9.1151
0.87,0.94,89.169
0.96,0.15,23.948
0.78,0.36,21.342
0.19,0.78,8.5505
0.7,0.23,12.883
0.84,0.59,40.394
0.11,0.72,5.8285
0.45,0.05,4.2407
0.67,0.41,17.022
0.17,0.08,1.9633
0.66,0.41,16.444
0.84,0.78,59.097
0.06,0.53,3.4514
0.65,0,7.1085
0.57,0.64,19.876
0.46,0.92,24.973
0.91,0.37,31.981
0,0.99,7.2419
0,0.94,6.5696
0.22,0.69,7.6098
0.51,0.33,8.8749
0.01,0.05,1.0973
0.72,0.6,28.71
0.57,0.81,28.059
0.75,0.12,12.11
0.83,0.99,87.4
0.63,0.91,40.815
0.73,0.67,34.083
0.78,0.77,48.417
0.77,0.87,57.351
0.29,0.7,9.7148
0.47,0.61,13.894
0.65,0.46,17.553
0.06,0.39,2.5626
0.31,0.91,15.52
0.69,0.21,12.092
0.68,0.52,21.698
0.89,0.09,17.297
0.84,0.94,81.507
0.7,0.67,31.133
0.29,0.87,13.558
0,0.63,3.5386
0.76,0.78,46.551
0.44,0.37,7.7839
0.11,0.77,6.4164
0.27,0.81,11.401
0.81,0.84,60.937
0.87,0.52,38.506
0.2,0.85,9.9712
1,0.12,25.428
0.99,0.72,82.183
0.04,0.57,3.5117
0.43,0.8,18.011
0.12,0.28,2.427
0.25,0.11,2.6909
0.97,0.32,34.785
0.91,0.14,20.291
0.38,0.94,20.462
0.62,0.33,12.407
0.23,0.55,6.0245
0.85,0.04,13.844
0,0.12,1.1451
0.1,0.99,9.6298
0.8,0.95,73.673
0.3,0.17,3.5388
0.37,0.34,6.0101
0.46,0.55,11.965
0.96,0.7,72.285
0.52,0.66,17.773
0.81,0.63,39.968
0.74,0.04,9.987
0.08,0.31,2.3528
0.45,0.29,6.935
0.5,0.56,13.673
0.64,0.33,13.198
0.52,0.84,25.537
0.56,0.14,7.1537
0.47,0.7,16.639
0.11,0.19,2.0906
0.33,0.64,9.7393
0.41,0.08,4.1017
0.88,0.48,36.577
0.52,0.63,16.835
0.84,0.75,55.69
0.16,0.65,5.9654
0.53,0.84,26.256
0.36,0.6,9.7107
0.04,0.25,1.8378
0.32,0.82,13.548
0.1,0.38,2.8518
0.44,0.64,13.412
0.3,0.07,2.7947
0.21,0.37,3.9897
0.64,0.71,28.333
0.95,0.41,39.346
0.77,0.29,18
0.97,0.26,30.801
0.21,0.26,3.3072
0.98,0.54,55.787
0.49,1,32.101
0.7,0.27,14.065
0.03,0.52,3.0538
0.44,0.15,5.078
0.78,0.65,38.195
0.59,0.15,7.9337
0.91,0.42,35.55
0.76,1,72.286
0.53,0.17,6.8568
0.99,0.81,98.462
0.92,0,15.806
0.14,0.8,7.6012
0.74,0.99,66.781
0.82,0.89,69.368
0.21,0.87,10.653
0.74,0.63,32.453
0.33,0.04,2.9897
0.6,0.16,8.2948
0.67,0.76,34.151
0.82,0.65,42.945
0.07,0.48,3.3007
0.35,0.06,3.1925
0.04,0.35,2.4047
0.36,0.82,15.206
0.82,0.46,29.31
0.16,0.83,8.3102
0.8,0.33,21.384
0.96,0.22,27.729
0.67,0.43,17.615
0.92,0.3,28.903
0.1,0.7,5.5079
0.2,0.37,3.8557
0.69,0.95,52.941
0.3,0.45,6.009
0.69,0.2,11.846
0.57,0.78,26.373
0.82,0.1,14.346
0.59,0.88,34.039
0.16,0.12,1.995
0.09,0.89,7.7352
0.97,0.42,42.52
0,0.73,4.3393
0.05,0.58,3.7783
0.48,0.32,8.0047
0.13,0.27,2.5735
0.9,0.94,97.58
0.6,0.25,9.9516
0.57,0.76,25.235
0.94,0.57,52.457
0.24,0.5,5.5078
0.9,0.78,70.834
0.33,0.24,4.3356
0.26,0.58,6.997
0.99,0.01,20.02
0.94,0.27,28.858
0.18,0.58,5.4694
0.78,0.23,16.396
0.31,0.96,17.414
0.97,0.62,63.451
0.69,0.68,30.981
0.38,0.38,6.6749
0.29,0.01,2.4444
0.54,1,37.282
0.68,0.61,26.139
0.33,0.82,13.836
0.99,0.19,28.519
0.68,0.06,8.611
0.86,0.82,67.981
0.53,0.36,10.09
0.28,0.92,14.502
0.83,0.62,41.627
0.88,0.97,97.491
0.71,0.65,30.814
0.02,0.8,5.3007
0.52,0.5,12.938
0.35,0.65,10.477
0.5,0.19,6.3678
0.78,0.88,60.298
0.83,1,89.096
0.11,0.47,3.5229
0.98,0.06,21.272
0.73,0.23,14.258
0.61,0.95,41.688
0.67,0.95,49.81
0.03,0.12,1.4143
0.8,0.83,57.983
0.71,0.85,46.023
0.05,0.48,3.0778
0.13,0.75,6.6465
0.97,0.54,54.141
0,0.2,1.4421
0.89,0.17,20.304
0.99,0.32,37.025
0.19,0.52,4.9986
1,0.07,23.093
0.32,0.9,15.715
0.3,0.93,15.8
0.55,0.69,20.67
0.29,0.26,4.0843
0.15,0.16,2.1636
0.45,0.4,8.5636
0.71,0.8,41.685
0.46,0.11,4.9642
0.14,0.67,5.7355
0.87,0.78,64.685
0.03,0.1,1.2873
0.07,0.01,1.2292
0.3,0.58,7.9317
0.71,0.34,16.609
0.42,0.33,6.9242
0.67,0.62,25.866
0.14,0.78,7.2414
0.39,0.42,7.5694
0.99,0.08,22.875
0.19,0.91,10.939
0.9,0.29,26.548
0.96,0.09,21.365
0.13,0.98,10.435
0.1,0.45,3.3385
0.22,0.1,2.4464
0.31,0.47,6.4515
0.07,0.17,1.7193
0.1,0.49,3.6482
0.11,0.86,7.7603
0.33,0.76,12.303
0.6,0.35,12.21
0.29,0.48,6.1968
0.51,0.07,5.3688
0.38,0.48,8.0721
0.76,0.73,42.092
0.79,0.41,24.267
0.02,0.08,1.2604
0.86,0.15,17.746
0,0.68,3.8048
0.97,0.06,20.681
0.08,0.75,5.7403
0.76,0.97,68.048
0.6,0.01,6.2212
0.7,0.95,54.523
0.07,0.57,3.9015
0.39,0.57,10.108
0.53,0.06,5.4707
0.04,0.93,7.1855
0.59,0.86,32.85
0.6,0.27,10.397
0.27,0.69,8.9952
0.7,0.66,30.534
0.91,0.38,32.781
0.42,0.13,4.5654
0.87,0.32,25.815
0.9,0.51,41.331
0.43,0.76,16.648
0.79,0.87,60.978
0.42,0.04,3.9
0.91,0.6,50.885
0.61,0.12,7.9282
0.29,0.62,8.2337
0.41,0.07,3.963
0.81,0.93,73.035
0.51,0.12,5.9315
0.86,0.37,27.813
0.4,0.35,6.6687
0.05,0.57,3.7255
0.74,0.33,17.865
0.3,0.89,14.603
0.85,0.49,34.181
0.22,0.86,10.787
0.89,0.3,26.298
0.95,0.27,29.614
0.31,0.61,8.6024
0.43,0.28,6.3691
0.4,0.94,21.799
0.92,0.55,47.567
0.68,0.91,47.394
0.31,0.74,11.07
0.29,0.54,7.1206
0.98,0.02,19.698
0.9,0.47,38.08
0.74,0.52,26.042
0.08,0.72,5.3421
0.9,0.33,28.717
0.11,0.6,4.6185
0.78,0.72,43.807
0.06,0.51,3.3673
0.71,0.44,20.346
0.89,0.05,15.936
0.16,0.07,1.8473
0.68,0.92,48.486
0.96,0.63,62.726
0.05,0.12,1.4118
0.08,0.34,2.4854
0.01,0.18,1.4383
0.29,0.84,12.777
0.13,0.49,4.045
0.77,0.05,11.109
0.96,0.88,103.52
0.15,0.62,5.5255
0.14,0.22,2.4188
0.66,0.74,31.751
0.18,0.68,6.7321
0.56,0.74,23.47
0.75,0.23,15.007
0.67,0.77,34.888
0.11,0.57,4.314
0.66,0.09,8.6055
0.7,0.03,8.6323
0.87,0.99,98.436
0.2,0.92,11.458
0.61,0.27,10.716
0.72,0.08,10.17
0.11,0.42,3.24
0.18,0.97,11.965
0.88,0.21,21.382
0.12,0.69,5.6429
0.93,0.74,71.552
0.84,0.07,14.323
0.01,0.48,2.6842
0.48,0.74,18.561
0.72,0.19,12.691
0.93,0.21,24.758
0.92,0.37,33.157
0.84,0.2,18.502
0.75,0.34,18.685
0.92,0.1,19.27
0.99,0.63,68.726
0.63,0.9,40.064
0.91,0.74,67.375
0.58,0.27,9.8583
0.41,0.59,11.097
0.84,0.37,26.112
0.97,0.31,34.094
0.47,0.8,20.402
